Sample_ID	Population
EPI_ISL_603150	NZ
EPI_ISL_603151	NZ
EPI_ISL_603152	NZ
EPI_ISL_603153	NZ
EPI_ISL_603154	NZ
EPI_ISL_603155	NZ
EPI_ISL_603156	NZ
EPI_ISL_603157	NZ
EPI_ISL_603158	NZ
EPI_ISL_603159	NZ
EPI_ISL_603160	NZ
EPI_ISL_603161	NZ
EPI_ISL_603162	NZ
EPI_ISL_603163	NZ
EPI_ISL_603164	NZ
EPI_ISL_603165	NZ
EPI_ISL_603166	NZ
EPI_ISL_603167	NZ
EPI_ISL_603168	NZ
EPI_ISL_603169	NZ
EPI_ISL_603170	NZ
EPI_ISL_603171	NZ
EPI_ISL_603172	NZ
EPI_ISL_603173	NZ
EPI_ISL_603174	NZ
EPI_ISL_603175	NZ
EPI_ISL_603176	NZ
EPI_ISL_603177	NZ
EPI_ISL_603178	NZ
EPI_ISL_603179	NZ
EPI_ISL_603180	NZ
EPI_ISL_603181	NZ
EPI_ISL_603182	NZ
EPI_ISL_603183	NZ
EPI_ISL_603184	NZ
EPI_ISL_603185	NZ
EPI_ISL_603186	NZ
EPI_ISL_603187	NZ
EPI_ISL_613560	NZ
EPI_ISL_613706	NZ
EPI_ISL_613953	NZ
EPI_ISL_613955	NZ
EPI_ISL_614396	NZ
EPI_ISL_614397	NZ
EPI_ISL_614398	NZ
EPI_ISL_614889	NZ
EPI_ISL_636462	NZ
EPI_ISL_636463	NZ
EPI_ISL_636464	NZ
EPI_ISL_636467	NZ
EPI_ISL_636468	NZ
EPI_ISL_636469	NZ
EPI_ISL_636470	NZ
EPI_ISL_636471	NZ
EPI_ISL_636472	NZ
EPI_ISL_636473	NZ
EPI_ISL_636474	NZ
EPI_ISL_636475	NZ
EPI_ISL_636488	NZ
EPI_ISL_637108	NZ
EPI_ISL_637109	NZ
EPI_ISL_649189	NZ
EPI_ISL_653813	NZ
EPI_ISL_653814	NZ
EPI_ISL_653815	NZ
EPI_ISL_653816	NZ
EPI_ISL_653817	NZ
EPI_ISL_653818	NZ
EPI_ISL_738147	NZ
EPI_ISL_738194	NZ
EPI_ISL_738243	NZ
EPI_ISL_751320	NZ
EPI_ISL_751321	NZ
EPI_ISL_751322	NZ
EPI_ISL_751333	NZ
EPI_ISL_751334	NZ
EPI_ISL_751336	NZ
EPI_ISL_751338	NZ
EPI_ISL_751347	NZ
EPI_ISL_751348	NZ
EPI_ISL_751349	NZ
EPI_ISL_751350	NZ
EPI_ISL_751351	NZ
EPI_ISL_751352	NZ
EPI_ISL_751353	NZ
EPI_ISL_751354	NZ
EPI_ISL_751355	NZ
EPI_ISL_751356	NZ
EPI_ISL_751357	NZ
EPI_ISL_751358	NZ
EPI_ISL_751359	NZ
EPI_ISL_751360	NZ
EPI_ISL_751361	NZ
EPI_ISL_751362	NZ
EPI_ISL_751363	NZ
EPI_ISL_751364	NZ
EPI_ISL_751365	NZ
EPI_ISL_751366	NZ
EPI_ISL_751367	NZ
EPI_ISL_751368	NZ
EPI_ISL_751369	NZ
EPI_ISL_751370	NZ
EPI_ISL_751371	NZ
EPI_ISL_751372	NZ
EPI_ISL_751373	NZ
EPI_ISL_751374	NZ
EPI_ISL_751375	NZ
EPI_ISL_751376	NZ
EPI_ISL_751377	NZ
EPI_ISL_751378	NZ
EPI_ISL_751379	NZ
EPI_ISL_751380	NZ
EPI_ISL_751381	NZ
EPI_ISL_751382	NZ
EPI_ISL_751383	NZ
EPI_ISL_751384	NZ
EPI_ISL_751385	NZ
EPI_ISL_751386	NZ
EPI_ISL_751387	NZ
EPI_ISL_751388	NZ
EPI_ISL_751389	NZ
EPI_ISL_751390	NZ
EPI_ISL_751391	NZ
EPI_ISL_751392	NZ
EPI_ISL_751393	NZ
EPI_ISL_751394	NZ
EPI_ISL_751395	NZ
EPI_ISL_751396	NZ
EPI_ISL_751397	NZ
EPI_ISL_751398	NZ
EPI_ISL_751399	NZ
EPI_ISL_751400	NZ
EPI_ISL_751401	NZ
EPI_ISL_751402	NZ
EPI_ISL_751403	NZ
EPI_ISL_751404	NZ
