Sample_ID	Population
EPI_ISL_1502196	SOUTH_AFRICA
EPI_ISL_1502197	SOUTH_AFRICA
EPI_ISL_1502198	SOUTH_AFRICA
EPI_ISL_1534245	SOUTH_AFRICA
EPI_ISL_1534246	SOUTH_AFRICA
EPI_ISL_1534247	SOUTH_AFRICA
EPI_ISL_1534248	SOUTH_AFRICA
EPI_ISL_1534249	SOUTH_AFRICA
EPI_ISL_1534250	SOUTH_AFRICA
EPI_ISL_1534251	SOUTH_AFRICA
EPI_ISL_1534252	SOUTH_AFRICA
EPI_ISL_1534253	SOUTH_AFRICA
EPI_ISL_1534254	SOUTH_AFRICA
EPI_ISL_1534255	SOUTH_AFRICA
EPI_ISL_1534256	SOUTH_AFRICA
EPI_ISL_1534257	SOUTH_AFRICA
EPI_ISL_1534258	SOUTH_AFRICA
EPI_ISL_1534259	SOUTH_AFRICA
EPI_ISL_1534260	SOUTH_AFRICA
EPI_ISL_1534261	SOUTH_AFRICA
EPI_ISL_1534262	SOUTH_AFRICA
EPI_ISL_1534264	SOUTH_AFRICA
EPI_ISL_1534265	SOUTH_AFRICA
EPI_ISL_1534268	SOUTH_AFRICA
EPI_ISL_1534269	SOUTH_AFRICA
EPI_ISL_1534270	SOUTH_AFRICA
EPI_ISL_1534271	SOUTH_AFRICA
EPI_ISL_1534272	SOUTH_AFRICA
EPI_ISL_1534273	SOUTH_AFRICA
EPI_ISL_1534274	SOUTH_AFRICA
EPI_ISL_1534275	SOUTH_AFRICA
EPI_ISL_1534276	SOUTH_AFRICA
EPI_ISL_1534278	SOUTH_AFRICA
EPI_ISL_1534279	SOUTH_AFRICA
EPI_ISL_1534280	SOUTH_AFRICA
EPI_ISL_1534281	SOUTH_AFRICA
EPI_ISL_1534282	SOUTH_AFRICA
EPI_ISL_1534283	SOUTH_AFRICA
EPI_ISL_1534284	SOUTH_AFRICA
EPI_ISL_1534285	SOUTH_AFRICA
EPI_ISL_1534286	SOUTH_AFRICA
EPI_ISL_1534287	SOUTH_AFRICA
EPI_ISL_1534288	SOUTH_AFRICA
EPI_ISL_1534289	SOUTH_AFRICA
EPI_ISL_1534290	SOUTH_AFRICA
EPI_ISL_1534291	SOUTH_AFRICA
EPI_ISL_1534292	SOUTH_AFRICA
EPI_ISL_1534293	SOUTH_AFRICA
EPI_ISL_1534294	SOUTH_AFRICA
EPI_ISL_1534296	SOUTH_AFRICA
EPI_ISL_1534297	SOUTH_AFRICA
EPI_ISL_1534298	SOUTH_AFRICA
EPI_ISL_1534299	SOUTH_AFRICA
EPI_ISL_1534300	SOUTH_AFRICA
EPI_ISL_1534302	SOUTH_AFRICA
EPI_ISL_1534303	SOUTH_AFRICA
EPI_ISL_1534304	SOUTH_AFRICA
EPI_ISL_1534305	SOUTH_AFRICA
EPI_ISL_1534306	SOUTH_AFRICA
EPI_ISL_1534307	SOUTH_AFRICA
EPI_ISL_1534308	SOUTH_AFRICA
EPI_ISL_1534309	SOUTH_AFRICA
EPI_ISL_1534310	SOUTH_AFRICA
EPI_ISL_1534311	SOUTH_AFRICA
EPI_ISL_1534312	SOUTH_AFRICA
EPI_ISL_1534365	SOUTH_AFRICA
EPI_ISL_1534366	SOUTH_AFRICA
EPI_ISL_1534367	SOUTH_AFRICA
EPI_ISL_1534368	SOUTH_AFRICA
EPI_ISL_1534369	SOUTH_AFRICA
EPI_ISL_1534370	SOUTH_AFRICA
EPI_ISL_1534372	SOUTH_AFRICA
EPI_ISL_1534373	SOUTH_AFRICA
