Sample_ID	Population
EPI_ISL_19720639	2025
EPI_ISL_19720640	2025
EPI_ISL_19720641	2025
EPI_ISL_19720642	2025
EPI_ISL_19720643	2025
EPI_ISL_19720645	2025
EPI_ISL_19720646	2025
EPI_ISL_19720647	2025
EPI_ISL_19720648	2025
EPI_ISL_19720649	2025
EPI_ISL_19720650	2025
EPI_ISL_19720651	2025
EPI_ISL_19720652	2025
EPI_ISL_19720653	2025
EPI_ISL_19720654	2025
EPI_ISL_19720655	2025
EPI_ISL_19720656	2025
EPI_ISL_19720657	2025
EPI_ISL_19720658	2025
EPI_ISL_19720659	2025
EPI_ISL_19720660	2025
EPI_ISL_19720661	2025
EPI_ISL_19720662	2025
EPI_ISL_19720663	2025
EPI_ISL_19720664	2025
EPI_ISL_19720665	2025
EPI_ISL_19720666	2025
EPI_ISL_19720669	2025
EPI_ISL_19720670	2025
EPI_ISL_19720671	2025
EPI_ISL_19720673	2025
EPI_ISL_19720674	2025
EPI_ISL_19720675	2025
EPI_ISL_19720676	2025
EPI_ISL_19720677	2025
EPI_ISL_19720678	2025
EPI_ISL_19720679	2025
EPI_ISL_19720680	2025
EPI_ISL_19720681	2025
EPI_ISL_19720682	2025
EPI_ISL_19720683	2025
EPI_ISL_19720684	2025
EPI_ISL_19720685	2025
EPI_ISL_19720686	2025
EPI_ISL_19720688	2025
EPI_ISL_19720689	2025
EPI_ISL_19720690	2025
EPI_ISL_19720691	2025
EPI_ISL_19720692	2025
EPI_ISL_19720693	2025
EPI_ISL_19720694	2025
EPI_ISL_19720695	2025
EPI_ISL_19720696	2025
EPI_ISL_19720697	2025
EPI_ISL_19720698	2025
EPI_ISL_19720701	2025
EPI_ISL_19720702	2025
EPI_ISL_19720703	2025
EPI_ISL_19720704	2025
EPI_ISL_19720705	2025
EPI_ISL_19720706	2025
EPI_ISL_19720707	2025
EPI_ISL_19720708	2025
EPI_ISL_19720709	2025
EPI_ISL_19720710	2025
EPI_ISL_19720714	2025
EPI_ISL_19720715	2025
EPI_ISL_19720716	2025
EPI_ISL_19720717	2025
EPI_ISL_19720718	2025
EPI_ISL_19720719	2025
EPI_ISL_19720720	2025
EPI_ISL_19720721	2025
EPI_ISL_19720722	2025
EPI_ISL_19720724	2025
EPI_ISL_19720725	2025
EPI_ISL_19720726	2025
EPI_ISL_19720727	2025
EPI_ISL_19720728	2025
EPI_ISL_19720729	2025
EPI_ISL_19720730	2025
EPI_ISL_19720731	2025
EPI_ISL_19720732	2025
EPI_ISL_19720733	2025
EPI_ISL_19720735	2025
EPI_ISL_19720736	2025
EPI_ISL_19720739	2025
EPI_ISL_19720740	2025
EPI_ISL_19720742	2025
EPI_ISL_19720743	2025
EPI_ISL_19720744	2025
EPI_ISL_19720745	2025
EPI_ISL_19720746	2025
EPI_ISL_19720747	2025
EPI_ISL_19720748	2025
EPI_ISL_19720750	2025
EPI_ISL_19720751	2025
EPI_ISL_19720756	2025
EPI_ISL_19720757	2025
EPI_ISL_19720758	2025
EPI_ISL_19720759	2025
EPI_ISL_19720760	2025
EPI_ISL_19720761	2025
EPI_ISL_19720763	2025
EPI_ISL_19720764	2025
EPI_ISL_19720765	2025
EPI_ISL_19720766	2025
EPI_ISL_19720767	2025
EPI_ISL_19720768	2025
EPI_ISL_19720769	2025
EPI_ISL_19720770	2025
EPI_ISL_19720771	2025
EPI_ISL_19720772	2025
EPI_ISL_19720773	2025
EPI_ISL_19720775	2025
EPI_ISL_19720776	2025
EPI_ISL_19720777	2025
EPI_ISL_19720778	2025
EPI_ISL_19720779	2025
EPI_ISL_19720780	2025
EPI_ISL_19720782	2025
EPI_ISL_19720783	2025
EPI_ISL_19720784	2025
EPI_ISL_19720785	2025
EPI_ISL_19720786	2025
EPI_ISL_19720787	2025
EPI_ISL_19720788	2025
EPI_ISL_19720789	2025
EPI_ISL_19720790	2025
EPI_ISL_19720791	2025
EPI_ISL_19720792	2025
EPI_ISL_19720793	2025
EPI_ISL_19720794	2025
EPI_ISL_19720795	2025
EPI_ISL_19720797	2025
EPI_ISL_19720798	2025
EPI_ISL_19720800	2025
EPI_ISL_19720801	2025
EPI_ISL_19720802	2025
EPI_ISL_19720803	2025
EPI_ISL_19720804	2025
EPI_ISL_19720805	2025
EPI_ISL_19720806	2025
EPI_ISL_19720807	2025
EPI_ISL_19720808	2025
EPI_ISL_19720809	2025
EPI_ISL_19720810	2025
EPI_ISL_19720811	2025
EPI_ISL_19720812	2025
EPI_ISL_19720813	2025
EPI_ISL_19720814	2025
EPI_ISL_19720815	2025
EPI_ISL_19720816	2025
