Sample_ID	Population
EPI_ISL_447303	START
EPI_ISL_447305	START
EPI_ISL_447306	START
EPI_ISL_447307	START
EPI_ISL_447308	START
EPI_ISL_447309	START
EPI_ISL_447310	START
EPI_ISL_447534	START
EPI_ISL_447535	START
EPI_ISL_447536	START
EPI_ISL_447537	START
EPI_ISL_447542	START
EPI_ISL_447543	START
EPI_ISL_447544	START
EPI_ISL_447545	START
EPI_ISL_447546	START
EPI_ISL_447548	START
EPI_ISL_447551	START
EPI_ISL_447552	START
EPI_ISL_447553	START
EPI_ISL_447554	START
EPI_ISL_447555	START
EPI_ISL_447577	START
EPI_ISL_447592	START
EPI_ISL_447593	START
EPI_ISL_447614	START
EPI_ISL_447615	START
EPI_ISL_447616	START
EPI_ISL_447617	START
EPI_ISL_447618	START
EPI_ISL_447619	START
EPI_ISL_447620	START
EPI_ISL_447621	START
EPI_ISL_447622	START
